timestamp (UTC),ADCS.Attitude_Mode,ADCS.MTQ_Current_X,ADCS.MTQ_Current_Y,ADCS.MTQ_Current_Z,ADCS.Pointing_Error,ADCS.RW_Speed_X,ADCS.RW_Speed_Y,ADCS.RW_Speed_Z,Comms.Data_Backlog,Comms.Downlink_Data_Rate,Comms.Downlink_SNR,Comms.Tx_Power,EPS.Battery_Current,EPS.Battery_SoC,EPS.Battery_Voltage,EPS.Solar_Array_Current,Payload.Image_Store_Utilization,Payload.Imaging_Activity,Payload.Payload_Mode,Payload.Payload_Power_Draw,Platform.Event_Log,Platform.GNSS_Sats_Tracked,Platform.Latitude,Platform.Longitude,Platform.Memory_Usage,Platform.OBC_CPU_Load,Platform.Reset_Count,Platform.Satellite_Mode,Thermal.Battery_Temp,Thermal.Heater_Status_Batt,Thermal.OBC_Temp,Thermal.Payload_Temp
2025-12-23T17:40:13.517075061Z,,0,-0.1,-0.1,0.102,190,-36,-22,144,97,9.6,29,1.45,78.5,27.52,0.07,,FALSE,,3.5,"Downlink in progress, transmitting stored data",9,-43.8367,79.1189,38,55,,,6,FALSE,6.6,1.7
2025-12-23T17:40:14.517075061Z,,,,,,186,-36,-19,,101,8.2,29,1.41,,27.48,0.02,,FALSE,,3,,10,-43.9017,79.097,,56,,,,,,
2025-12-23T17:40:15.517075061Z,,,,,0.104,180,-33,-16,,98,8.7,33,1.33,,27.47,-0.02,,FALSE,,2.7,,11,-43.9668,79.0752,36,51,,,,,6.1,1.9
2025-12-23T17:40:16.517075061Z,,,,,,190,-36,-28,,97,9.8,29,1.42,,27.49,0.02,,FALSE,,2.9,,11,-44.0319,79.0533,,46,,,,,,
2025-12-23T17:40:17.517075061Z,,,,,0.018,188,-35,-28,,98,10,29,1.41,,27.46,-0.1,,FALSE,,3,,10,-44.0969,79.0313,39,48,,,,,6.2,2
2025-12-23T17:40:18.517075061Z,,0,-0.1,0,,195,-33,-29,,99,9,30,1.39,,27.5,0.11,,FALSE,,2.5,"Downlink in progress, transmitting stored data",9,-44.162,79.0094,,51,,,,,,
2025-12-23T17:40:19.517075061Z,,,,,0.05,190,-43,-11,,95,8.3,31,1.49,,27.47,0.1,,FALSE,,2.9,,11,-44.227,78.9873,36,55,,,,,6.1,2.2
2025-12-23T17:40:20.517075061Z,,,,,,187,-57,-18,,100,8.8,29,1.42,,27.46,0.07,,FALSE,,3.2,,14,-44.292,78.9653,,57,,,,,,
2025-12-23T17:40:21.517075061Z,,,,,0.075,174,-48,-3,,107,9.8,31,1.4,,27.48,-0.08,,FALSE,,2.7,,10,-44.3571,78.9432,37,57,,,,,6.1,1
2025-12-23T17:40:22.517075061Z,,,,,,183,-61,-13,,107,10,31,1.4,,27.49,0,,FALSE,,2.7,,10,-44.4221,78.9211,,60,,,,,,
2025-12-23T17:40:23.517075061Z,,0.1,0,0,0.087,186,-53,17,143,103,9.4,31,1.47,78.5,27.49,-0.12,,FALSE,,3.5,"Downlink in progress, transmitting stored data",8,-44.4871,78.8989,38,62,,,5.4,FALSE,6.5,2.2
2025-12-23T17:40:24.517075061Z,,,,,,180,-52,0,,88,9.4,29,1.39,,27.5,0.02,,FALSE,,2.4,,11,-44.5522,78.8767,,59,,,,,,
2025-12-23T17:40:25.517075061Z,,,,,0.088,182,-74,-10,,99,8.5,30,1.33,,27.49,0.01,,FALSE,,2.8,,11,-44.6172,78.8544,38,57,,,,,6.6,1.8
2025-12-23T17:40:26.517075061Z,,,,,,184,-70,-1,,102,9.8,29,1.37,,27.53,0,,FALSE,,2,,10,-44.6822,78.8321,,45,,,,,,
2025-12-23T17:40:27.517075061Z,,,,,0.061,194,-74,-14,,104,9.5,31,1.5,,27.5,-0.04,,FALSE,,3.5,,10,-44.7472,78.8098,37,66,,,,,6,2.3
2025-12-23T17:40:28.517075061Z,,0,0,0,,184,-80,-14,,92,8.8,31,1.44,,27.49,-0.05,,FALSE,,2.3,"Downlink in progress, transmitting stored data",8,-44.8122,78.7874,,47,,,,,,
2025-12-23T17:40:29.517075061Z,,,,,0.046,168,-90,-12,,94,7.6,30,1.38,,27.46,0.11,,FALSE,,3.4,,12,-44.8772,78.765,39,49,,,,,6.3,2
2025-12-23T17:40:30.517075061Z,,,,,,185,-73,-16,,98,8.2,31,1.37,,27.49,-0.02,,FALSE,,3.6,,11,-44.9422,78.7425,,46,,,,,,
2025-12-23T17:40:31.517075061Z,,,,,0.022,187,-78,-20,,102,6.9,31,1.41,,27.54,-0.05,,FALSE,,2.9,,10,-45.0072,78.72,37,61,,,,,6.4,2.5
2025-12-23T17:40:32.517075061Z,,,,,,203,-63,-18,,98,6.7,30,1.37,,27.48,0,,FALSE,,2.9,,10,-45.0722,78.6975,,65,,,,,,
2025-12-23T17:40:33.517075061Z,1,0,0.1,0,0.021,187,-58,-36,142,94,8.1,29,1.39,79.1,27.48,-0.07,3.6,FALSE,1,3.5,"Downlink in progress, transmitting stored data",11,-45.1372,78.6749,36,43,,0,6.4,FALSE,6,1.6
2025-12-23T17:40:34.517075061Z,,,,,,181,-59,-9,,97,8.9,31,1.34,,27.5,0.01,,FALSE,,2.7,,13,-45.2022,78.6523,,47,,,,,,
2025-12-23T17:40:35.517075061Z,,,,,0.033,191,-48,-19,,102,10.3,30,1.35,,27.45,0.05,,FALSE,,2.9,,11,-45.2672,78.6296,38,52,,,,,5.9,1.7
2025-12-23T17:40:36.517075061Z,,,,,,193,-58,-7,,92,8.5,29,1.38,,27.52,0.11,,FALSE,,3,,10,-45.3322,78.6069,,58,,,,,,
2025-12-23T17:40:37.517075061Z,,,,,0.095,203,-55,-12,,104,8.6,31,1.5,,27.52,-0.04,,FALSE,,3.8,,10,-45.3972,78.5842,37,46,,,,,6.2,2.1
2025-12-23T17:40:38.517075061Z,,0,-0.1,0.1,,190,-51,-8,,94,9.1,30,1.48,,27.49,-0.09,,FALSE,,2.3,"Downlink in progress, transmitting stored data",11,-45.4621,78.5614,,63,,,,,,
2025-12-23T17:40:39.517075061Z,,,,,0.068,195,-38,-18,,96,7.6,32,1.4,,27.5,0.03,,FALSE,,3.2,,10,-45.5271,78.5385,38,54,,,,,6.4,1.7
2025-12-23T17:40:40.517075061Z,,,,,,199,-37,-9,,106,7.2,29,1.37,,27.49,0.03,,FALSE,,3.9,,12,-45.5921,78.5157,,56,,,,,,
2025-12-23T17:40:41.517075061Z,,,,,0.018,188,-45,-15,,107,7,31,1.45,,27.48,-0.03,,FALSE,,3.9,,11,-45.657,78.4927,38,56,,,,,5.9,1.9
2025-12-23T17:40:42.517075061Z,,,,,,189,-49,-20,,106,6.8,30,1.44,,27.47,0.08,,FALSE,,2.9,,9,-45.722,78.4698,,60,,,,,,
2025-12-23T17:40:43.517075061Z,,0,0,0.1,0.047,200,-51,-34,141,104,6.5,29,1.41,77.9,27.49,-0.01,,FALSE,,2.8,"Downlink in progress, transmitting stored data",8,-45.7869,78.4468,38,49,,,6,FALSE,6.1,0.9
2025-12-23T17:40:44.517075061Z,,,,,,199,-45,-16,,106,6.3,30,1.41,,27.51,0.03,,FALSE,,2.7,,11,-45.8519,78.4237,,50,,,,,,
2025-12-23T17:40:45.517075061Z,,,,,0.057,201,-49,-11,,100,7.8,31,1.35,,27.5,-0.03,,FALSE,,2.5,,12,-45.9168,78.4006,40,54,,,,,6.7,1.8
2025-12-23T17:40:46.517075061Z,,,,,,215,-50,-18,,98,5.8,30,1.38,,27.52,-0.03,,FALSE,,2.2,,12,-45.9818,78.3775,,49,,,,,,
2025-12-23T17:40:47.517075061Z,,,,,0.071,215,-45,-16,,97,4.2,31,1.3,,27.52,-0.01,,FALSE,,2.6,,11,-46.0467,78.3543,40,61,,,,,6.5,2.5
2025-12-23T17:40:48.517075061Z,,0,0,0.1,,212,-40,-19,,97,9,29,1.26,,27.49,0.02,,FALSE,,3.1,"Downlink in progress, transmitting stored data",13,-46.1116,78.3311,,56,,,,,,
2025-12-23T17:40:49.517075061Z,,,,,0.025,206,-52,-7,,99,6.7,32,1.42,,27.5,0.04,,FALSE,,2.6,,12,-46.1766,78.3078,38,66,,,,,6,1.6
2025-12-23T17:40:50.517075061Z,,,,,,211,-55,-16,,103,7.8,28,1.42,,27.45,0.04,,FALSE,,2.5,,11,-46.2415,78.2845,,54,,,,,,
2025-12-23T17:40:51.517075061Z,,,,,0.09,220,-59,3,,106,7.7,31,1.34,,27.47,0.02,,FALSE,,3,,13,-46.3064,78.2611,39,62,,,,,6.3,1.9
2025-12-23T17:40:52.517075061Z,,,,,,215,-64,-5,,107,6.7,30,1.36,,27.49,-0.1,,FALSE,,3.1,,10,-46.3713,78.2377,,60,,,,,,
2025-12-23T17:40:53.517075061Z,,0,0,0.1,0.097,207,-52,-2,140,100,7.2,29,1.3,78.4,27.53,0.01,,FALSE,,3,"Downlink in progress, transmitting stored data",12,-46.4362,78.2142,38,49,,,5.2,FALSE,5.8,1.6
2025-12-23T17:40:54.517075061Z,,,,,,210,-63,10,,105,8.5,29,1.39,,27.51,0.02,,FALSE,,3.7,,12,-46.5011,78.1907,,53,,,,,,
2025-12-23T17:40:55.517075061Z,,,,,0.093,219,-49,-3,,95,7.8,29,1.38,,27.5,0.01,,FALSE,,2.7,,10,-46.566,78.1672,39,56,,,,,6.1,2.5
2025-12-23T17:40:56.517075061Z,,,,,,207,-61,-1,,100,6.8,32,1.39,,27.49,0.05,,FALSE,,3,,12,-46.6309,78.1436,,43,,,,,,
2025-12-23T17:40:57.517075061Z,,,,,0.043,211,-61,-4,,101,6.3,30,1.45,,27.5,0.01,,FALSE,,3.3,,10,-46.6958,78.12,39,55,,,,,6.1,2
2025-12-23T17:40:58.517075061Z,,0,0,-0.1,,210,-63,8,,96,6,30,1.34,,27.52,0.09,,FALSE,,3.4,"Downlink in progress, transmitting stored data",12,-46.7607,78.0963,,45,,,,,,
2025-12-23T17:40:59.517075061Z,,,,,-0.002,204,-56,1,,99,6.7,29,1.45,,27.5,-0.07,,FALSE,,3,,11,-46.8256,78.0726,37,48,,,,,6.1,1.5
2025-12-23T17:41:00.517075061Z,,,,,,211,-63,-5,,109,8,30,1.5,,27.47,0.06,,FALSE,,3.2,,11,-46.8905,78.0488,,60,,,,,,
2025-12-23T17:41:01.517075061Z,,,,,0.038,206,-64,-1,,103,6.4,29,1.39,,27.49,-0.02,,FALSE,,2.9,,11,-46.9554,78.025,40,64,,,,,6.3,1.1
2025-12-23T17:41:02.517075061Z,,,,,,217,-53,-5,,90,5.7,29,1.45,,27.54,0.06,,FALSE,,2.6,,12,-47.0202,78.0011,,46,,,,,,
2025-12-23T17:41:03.517075061Z,,0,-0.1,0,0.05,205,-52,6,139,104,6.1,29,1.37,78,27.51,-0.01,,FALSE,,3.6,"Downlink in progress, transmitting stored data",13,-47.0851,77.9772,38,67,,,5.7,FALSE,6.1,1.9
2025-12-23T17:41:04.517075061Z,,,,,,205,-38,5,,101,6.3,29,1.46,,27.54,-0.05,,FALSE,,3.3,,11,-47.15,77.9532,,57,,,,,,
2025-12-23T17:41:05.517075061Z,,,,,0.026,207,-50,2,,89,5.1,29,1.39,,27.53,-0.06,,FALSE,,2.9,,11,-47.2148,77.9292,40,56,,,,,6.1,1.1
2025-12-23T17:41:06.517075061Z,,,,,,198,-51,10,,103,4.7,32,1.43,,27.51,0.09,,FALSE,,2.2,,11,-47.2797,77.9051,,49,,,,,,
2025-12-23T17:41:07.517075061Z,,,,,0.053,197,-54,0,,106,5.6,31,1.43,,27.48,-0.05,,FALSE,,2.9,,10,-47.3445,77.881,39,44,,,,,6.5,1.6
2025-12-23T17:41:08.517075061Z,,0.1,0.1,0,,194,-37,-7,,101,7.7,31,1.41,,27.47,-0.04,,FALSE,,3.2,"Downlink in progress, transmitting stored data",10,-47.4094,77.8568,,57,,,,,,
2025-12-23T17:41:09.517075061Z,,,,,0.047,198,-31,1,,104,5.1,31,1.39,,27.47,0.05,,FALSE,,3,,12,-47.4742,77.8326,39,47,,,,,6,1.9
2025-12-23T17:41:10.517075061Z,,,,,,209,-26,-3,,100,3.2,30,1.41,,27.5,0,,FALSE,,3.1,,11,-47.5391,77.8084,,65,,,,,,
2025-12-23T17:41:11.517075061Z,,,,,0.091,194,-9,5,,95,6,31,1.45,,27.53,0.01,,FALSE,,3.1,,13,-47.6039,77.7841,39,45,,,,,6.2,1.7
2025-12-23T17:41:12.517075061Z,,,,,,189,-23,10,,99,5.2,31,1.48,,27.47,0,,FALSE,,3,,10,-47.6687,77.7597,,59,,,,,,
2025-12-23T17:41:13.517075061Z,,0,0,0,0.038,198,-24,14,138,108,7.3,31,1.48,77.5,27.49,0,,FALSE,,3.1,"Downlink in progress, transmitting stored data",12,-47.7335,77.7353,39,61,,,5.5,FALSE,5.9,1.3
2025-12-23T17:41:14.517075061Z,,,,,,207,-38,26,,93,6.4,31,1.37,,27.51,0.05,,FALSE,,2.9,,10,-47.7984,77.7108,,56,,,,,,
2025-12-23T17:41:15.517075061Z,,,,,0.047,214,-35,2,,98,3.9,31,1.5,,27.48,-0.02,,FALSE,,4.4,,10,-47.8632,77.6863,37,43,,,,,6.3,1.5
2025-12-23T17:41:16.517075061Z,,,,,,213,-15,7,,103,5.3,28,1.43,,27.48,-0.03,,FALSE,,2.5,,9,-47.928,77.6618,,68,,,,,,
2025-12-23T17:41:17.517075061Z,,,,,0.095,214,-17,8,,99,5.4,30,1.33,,27.48,-0.06,,FALSE,,3.3,,11,-47.9928,77.6372,39,46,,,,,6,2.1
2025-12-23T17:41:18.517075061Z,,0,0,0,,217,-15,18,,59,5.4,29,1.43,,27.49,0,,FALSE,,2.9,"Downlink in progress, transmitting stored data",11,-48.0576,77.6125,,60,,,,,,
2025-12-23T17:41:19.517075061Z,,,,,0.066,212,-20,13,,50,6,30,1.36,,27.49,0.01,,FALSE,,2.8,,11,-48.1224,77.5878,38,61,,,,,6,2
2025-12-23T17:41:20.517075061Z,,,,,,205,-16,23,,54,5.7,29,1.5,,27.49,-0.06,,FALSE,,2,,11,-48.1872,77.563,,62,,,,,,
2025-12-23T17:41:21.517075061Z,,,,,0.016,215,-14,20,,50,4.2,29,1.38,,27.52,0.05,,FALSE,,3.5,,11,-48.252,77.5382,39,65,,,,,6.3,1.4
2025-12-23T17:41:22.517075061Z,,,,,,222,-13,29,,56,4.8,30,1.33,,27.49,-0.08,,FALSE,,3.2,,11,-48.3168,77.5133,,67,,,,,,
2025-12-23T17:41:23.517075061Z,,0,-0.1,0.1,0.079,231,-12,31,137.5,47,4.7,30,1.41,78.9,27.48,-0.06,,FALSE,,3.1,"Downlink in progress, transmitting stored data",12,-48.3815,77.4884,38,50,,,5.8,FALSE,6,1.5
2025-12-23T17:41:24.517075061Z,,,,,,221,-13,30,,51,4.9,30,1.41,,27.51,-0.03,,FALSE,,3,,12,-48.4463,77.4634,,51,,,,,,
2025-12-23T17:41:25.517075061Z,,,,,0.064,215,-20,42,,54,4.6,29,1.36,,27.5,-0.09,,FALSE,,3.6,,11,-48.5111,77.4384,38,63,,,,,6.3,1.7
2025-12-23T17:41:26.517075061Z,,,,,,223,-19,34,,49,4.4,30,1.39,,27.48,-0.08,,FALSE,,2.6,,13,-48.5758,77.4133,,49,,,,,,
2025-12-23T17:41:27.517075061Z,,,,,0.059,237,-24,25,,46,4.1,31,1.59,,27.48,0.02,,FALSE,,3.5,,12,-48.6406,77.3882,38,51,,,,,5.6,2.3
2025-12-23T17:41:28.517075061Z,,-0.1,-0.1,0,,236,-24,29,,47,4.3,30,1.36,,27.5,-0.07,,FALSE,,3,"Downlink in progress, transmitting stored data",11,-48.7054,77.363,,67,,,,,,
2025-12-23T17:41:29.517075061Z,,,,,0.089,237,-6,28,,47,1.2,28,1.45,,27.49,0.12,,FALSE,,3.3,,12,-48.7701,77.3378,38,57,,,,,6.1,1.6
2025-12-23T17:41:30.517075061Z,,,,,,240,-12,36,,54,4,29,1.42,,27.49,-0.03,,FALSE,,3.5,,13,-48.8349,77.3125,,70,,,,,,
2025-12-23T17:41:31.517075061Z,,,,,0.068,246,-31,25,,55,3.5,29,1.43,,27.53,0.02,,FALSE,,3.2,,12,-48.8996,77.2871,37,44,,,,,6,0.8
2025-12-23T17:41:32.517075061Z,,,,,,249,-22,31,,47,4,31,1.38,,27.49,0.02,,FALSE,,3.3,,10,-48.9643,77.2617,,44,,,,,,
2025-12-23T17:41:33.517075061Z,,0,0,0,0.006,231,-8,23,137,44,4.8,31,1.37,79.1,27.48,0.12,,FALSE,,2.9,"Downlink in progress, transmitting stored data",10,-49.0291,77.2363,37,59,,,5.6,FALSE,6.1,1.5
2025-12-23T17:41:34.517075061Z,,,,,,225,-24,23,,46,2,29,1.45,,27.48,0.01,,FALSE,,3.6,,13,-49.0938,77.2108,,66,,,,,,
2025-12-23T17:41:35.517075061Z,,,,,0.098,224,-26,18,,55,2.6,30,1.49,,27.47,0.03,,FALSE,,2.6,,10,-49.1585,77.1852,37,56,,,,,6.1,0.7
2025-12-23T17:41:36.517075061Z,,,,,,231,-20,28,,49,1.4,29,1.45,,27.48,-0.05,,FALSE,,3.5,,10,-49.2232,77.1596,,63,,,,,,
2025-12-23T17:41:37.517075061Z,,,,,0.045,227,-11,9,,52,2.4,31,1.4,,27.5,0.09,,FALSE,,2.3,,12,-49.2879,77.1339,39,57,,,,,6.1,1.2
2025-12-23T17:41:38.517075061Z,,0,0,0,,227,-20,12,,46,2.3,29,1.36,,27.51,0.09,,FALSE,,2.5,"Downlink in progress, transmitting stored data",10,-49.3526,77.1081,,38,,,,,,
2025-12-23T17:41:39.517075061Z,,,,,0.02,233,-25,19,,49,3.8,29,1.31,,27.48,0.01,,FALSE,,2.7,,10,-49.4173,77.0824,35,45,,,,,6,2
2025-12-23T17:41:40.517075061Z,,,,,,220,-22,22,,47,3.6,31,1.44,,27.48,0.06,,FALSE,,3.1,,9,-49.482,77.0565,,57,,,,,,
2025-12-23T17:41:41.517075061Z,,,,,0.051,235,-28,23,,51,4.1,30,1.35,,27.51,0.06,,FALSE,,2.8,,12,-49.5467,77.0306,35,60,,,,,6.1,1.3
2025-12-23T17:41:42.517075061Z,,,,,,231,-40,29,,2,2.3,30,1.48,,27.48,0.01,,FALSE,,3.4,,12,-49.6114,77.0046,,42,,,,,,
2025-12-23T17:41:43.517075061Z,,0,0,0,0.073,238,-37,21,137,0,1.9,31,1.41,78.1,27.49,-0.01,,FALSE,,3.7,"Downlink in progress, transmitting stored data",10,-49.6761,76.9786,36,48,,,6.6,FALSE,6.3,1.7
2025-12-23T17:41:44.517075061Z,,,,,,247,-32,20,,1,2.4,31,1.36,,27.5,-0.03,,FALSE,,3.1,,14,-49.7408,76.9525,,53,,,,,,
2025-12-23T17:41:45.517075061Z,,,,,0.063,241,-37,30,,2,3.9,30,1.38,,27.48,0.09,,FALSE,,3.2,,10,-49.8055,76.9264,38,55,,,,,6.2,0.5
2025-12-23T17:41:46.517075061Z,,,,,,251,-13,19,,1,2.9,31,1.38,,27.49,-0.07,,FALSE,,3.2,,10,-49.8701,76.9002,,63,,,,,,
2025-12-23T17:41:47.517075061Z,,,,,0.074,249,-9,19,,0,2.2,29,1.44,,27.5,-0.07,,FALSE,,2.4,,13,-49.9348,76.8739,37,61,,,,,6.4,2.1
2025-12-23T17:41:48.517075061Z,,0,0,-0.1,,245,-13,28,,-6,2.4,30,1.36,,27.48,-0.09,,FALSE,,3.1,"Downlink in progress, transmitting stored data",11,-49.9994,76.8476,,46,,,,,,
2025-12-23T17:41:49.517075061Z,,,,,0.051,234,-13,22,,-3,3.6,33,1.41,,27.48,-0.01,,FALSE,,2.2,,13,-50.0641,76.8213,37,56,,,,,6.5,0.8
2025-12-23T17:41:50.517075061Z,,,,,,244,-22,24,,5,1.8,32,1.36,,27.48,-0.05,,FALSE,,3.3,,9,-50.1287,76.7948,,54,,,,,,
2025-12-23T17:41:51.517075061Z,,,,,0.036,246,-27,39,,7,1.7,31,1.44,,27.46,-0.04,,FALSE,,2.5,,12,-50.1934,76.7683,36,57,,,,,6.1,1.5
2025-12-23T17:41:52.517075061Z,,,,,,264,-31,32,,-4,1.9,30,1.32,,27.49,0.01,,FALSE,,2.3,,10,-50.258,76.7418,,66,,,,,,
2025-12-23T17:41:53.517075061Z,,0.1,0.1,0.1,0.072,268,-43,25,137,-3,1.9,29,1.47,77.3,27.48,-0.07,,FALSE,,3,"Downlink in progress, transmitting stored data",11,-50.3226,76.7152,36,45,,,5,FALSE,6.1,2.5
2025-12-23T17:41:54.517075061Z,,,,,,260,-42,27,,0,2.7,27,1.35,,27.46,0.04,,FALSE,,2.3,,11,-50.3873,76.6885,,51,,,,,,
2025-12-23T17:41:55.517075061Z,,,,,0.092,245,-47,23,,10,1.8,31,1.44,,27.49,-0.05,,FALSE,,2.7,,11,-50.4519,76.6618,36,56,,,,,6.2,1.7
2025-12-23T17:41:56.517075061Z,,,,,,262,-50,19,,0,1.3,30,1.44,,27.47,0.03,,FALSE,,3,,10,-50.5165,76.635,,42,,,,,,
2025-12-23T17:41:57.517075061Z,,,,,0.038,261,-49,29,,-2,1.4,30,1.36,,27.49,0.03,,FALSE,,3.5,,11,-50.5811,76.6081,38,62,,,,,6.3,2.2
2025-12-23T17:41:58.517075061Z,,-0.1,0,0.1,,256,-60,30,,-1,1.9,29,1.37,,27.48,0,,FALSE,,3.5,"Downlink in progress, transmitting stored data",11,-50.6457,76.5812,,54,,,,,,
2025-12-23T17:41:59.517075061Z,,,,,0.067,263,-53,36,,-3,1.6,30,1.46,,27.49,0.02,,FALSE,,2.9,,12,-50.7103,76.5542,35,63,,,,,6.4,1.7
2025-12-23T17:42:00.517075061Z,,,,,,253,-50,32,,6,0.7,30,1.4,,27.5,-0.01,,FALSE,,2.1,,12,-50.7749,76.5272,,49,,,,,,
2025-12-23T17:42:01.517075061Z,,,,,-0.013,249,-50,36,,-3,1.3,30,1.4,,27.48,-0.04,,FALSE,,2.7,,11,-50.8395,76.5,35,46,,,,,5.8,1.5
2025-12-23T17:42:02.517075061Z,,,,,,248,-49,31,,8,2.4,29,1.49,,27.48,0.03,,FALSE,,3.7,,11,-50.9041,76.4729,,67,,,,,,
2025-12-23T17:42:03.517075061Z,,0,0.1,0,0.072,256,-53,25,137,-2,2.4,32,1.38,78.4,27.49,-0.03,,FALSE,,3,"Downlink in progress, transmitting stored data",11,-50.9687,76.4456,36,58,,,5.9,FALSE,6.2,1.7
2025-12-23T17:42:04.517075061Z,,,,,,248,-47,36,,-4,1.5,29,1.41,,27.45,-0.04,,FALSE,,2.2,,12,-51.0332,76.4183,,53,,,,,,
2025-12-23T17:42:05.517075061Z,,,,,0.061,242,-49,44,,3,1.7,28,1.48,,27.47,0.06,,FALSE,,2.5,,14,-51.0978,76.391,37,50,,,,,6.1,1
2025-12-23T17:42:06.517075061Z,,,,,,254,-49,46,,-9,1.8,29,1.35,,27.45,-0.02,,FALSE,,2,,12,-51.1623,76.3636,,57,,,,,,
2025-12-23T17:42:07.517075061Z,,,,,0.087,240,-35,65,,-4,-1,30,1.43,,27.45,-0.04,,FALSE,,2.8,,11,-51.2269,76.3361,38,63,,,,,6.1,2.2
2025-12-23T17:42:08.517075061Z,,0,-0.1,0,,253,-38,59,,12,1.2,30,1.4,,27.47,-0.05,,FALSE,,3,"Downlink in progress, transmitting stored data",11,-51.2915,76.3085,,55,,,,,,
2025-12-23T17:42:09.517075061Z,,,,,0.071,240,-49,51,,4,1.5,31,1.42,,27.48,-0.02,,FALSE,,3.8,,11,-51.356,76.2809,36,60,,,,,5.6,1.4
2025-12-23T17:42:10.517075061Z,,,,,,242,-39,53,,3,0.5,29,1.42,,27.49,0.01,,FALSE,,3.1,,12,-51.4205,76.2532,,42,,,,,,
2025-12-23T17:42:11.517075061Z,,,,,0.009,249,-42,47,,3,1.1,31,1.37,,27.45,0.02,,FALSE,,3.6,,11,-51.4851,76.2254,38,71,,,,,6.1,1.8
2025-12-23T17:42:12.517075061Z,,,,,,239,-51,47,,0,-0.4,29,1.43,,27.44,0.08,,FALSE,,2.9,,13,-51.5496,76.1976,,57,,,,,,
2025-12-23T17:42:13.517075061Z,1,-0.1,0,0.1,0.111,248,-58,50,137,4,1,31,1.45,78.6,27.45,0.03,3.4,FALSE,1,3.4,"Downlink in progress, transmitting stored data",11,-51.6141,76.1697,37,65,,0,5.3,FALSE,5.9,1.5
2025-12-23T17:42:14.517075061Z,,,,,,248,-53,52,,1,0.3,29,1.41,,27.5,0.05,,FALSE,,3.1,,7,-51.6786,76.1418,,50,,,,,,
2025-12-23T17:42:15.517075061Z,,,,,0.067,251,-48,48,,-5,2.5,32,1.39,,27.49,-0.04,,FALSE,,3.4,,12,-51.7431,76.1138,35,60,,,,,6.3,2
2025-12-23T17:42:16.517075061Z,,,,,,231,-52,41,,0,2,29,1.42,,27.51,-0.05,,FALSE,,3.6,,13,-51.8076,76.0857,,56,,,,,,
2025-12-23T17:42:17.517075061Z,,,,,0.052,254,-49,42,,2,0.9,28,1.42,,27.5,-0.05,,FALSE,,2.4,,11,-51.8721,76.0575,37,58,,,,,5.7,1.4
2025-12-23T17:42:18.517075061Z,,0,0,0,,251,-44,45,,6,1.6,29,1.5,,27.49,0.08,,FALSE,,2.9,"Downlink in progress, transmitting stored data",12,-51.9366,76.0293,,67,,,,,,
2025-12-23T17:42:19.517075061Z,,,,,0.077,233,-45,45,,0,1.8,31,1.48,,27.48,-0.01,,FALSE,,2.2,,10,-52.0011,76.001,36,49,,,,,6.1,0.8
2025-12-23T17:42:20.517075061Z,,,,,,234,-41,34,,3,2.4,29,1.41,,27.45,-0.09,,FALSE,,2.7,,10,-52.0656,75.9726,,41,,,,,,
2025-12-23T17:42:21.517075061Z,,,,,0.084,239,-49,40,,-5,1,30,1.42,,27.47,-0.05,,FALSE,,3,,9,-52.1301,75.9442,36,51,,,,,6.6,1.2
2025-12-23T17:42:22.517075061Z,,,,,,238,-38,31,,2,0.2,30,1.47,,27.47,0.02,,FALSE,,3,,12,-52.1945,75.9157,,43,,,,,,
2025-12-23T17:42:23.517075061Z,,0,0,0,0.072,224,-37,28,137,7,0.5,30,1.42,78.3,27.5,-0.02,,FALSE,,2.2,"Downlink in progress, transmitting stored data",10,-52.259,75.8871,37,57,,,6,FALSE,6,1.2
2025-12-23T17:42:24.517075061Z,,,,,,233,-51,33,,-1,-0.3,30,1.44,,27.5,0.03,,FALSE,,2.4,,12,-52.3235,75.8585,,53,,,,,,
2025-12-23T17:42:25.517075061Z,,,,,0.032,215,-52,45,,-8,1.2,31,1.37,,27.49,0.01,,FALSE,,3.5,,12,-52.3879,75.8297,37,55,,,,,6.5,0.5
2025-12-23T17:42:26.517075061Z,,,,,,232,-42,50,,-4,-0.1,31,1.5,,27.48,-0.01,,FALSE,,3.1,,12,-52.4524,75.8009,,55,,,,,,
2025-12-23T17:42:27.517075061Z,,,,,0.079,224,-38,40,,4,1.7,29,1.52,,27.48,-0.05,,FALSE,,4.3,,12,-52.5168,75.7721,35,48,,,,,6.1,1.8
2025-12-23T17:42:28.517075061Z,,0,0,0.1,,230,-38,43,,3,0.5,31,1.36,,27.44,0.01,,FALSE,,3,"Downlink in progress, transmitting stored data",10,-52.5812,75.7432,,49,,,,,,
2025-12-23T17:42:29.517075061Z,,,,,0.027,228,-29,49,,-4,0.3,30,1.45,,27.49,-0.07,,FALSE,,2.6,,13,-52.6457,75.7141,38,56,,,,,6.3,1.7
2025-12-23T17:42:30.517075061Z,,,,,,223,-33,49,,-1,0.2,30,1.39,,27.46,-0.02,,FALSE,,2.2,,9,-52.7101,75.6851,,53,,,,,,
2025-12-23T17:42:31.517075061Z,,,,,0.038,226,-34,48,,-6,1.4,30,1.32,,27.46,0.02,,FALSE,,2.9,,13,-52.7745,75.6559,38,48,,,,,6.3,1.4
